name,smiles,inchikey,connectivity
BLEOMYCIN A2,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,OYVAGSVQBOHSSS-UAPAGMARSA-O,OYVAGSVQBOHSSS
BROMFENAC,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,ZBPLOVFIXSTCRZ
BROMHEXINE,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,OJGDCBLYJGHCIH-UHFFFAOYSA-N,OJGDCBLYJGHCIH
BROMISOVALUM,CC(C)C(C(=O)NC(=O)N)Br,CMCCHHWTTBEZNM-UHFFFAOYSA-N,CMCCHHWTTBEZNM
BROMOBENZENE,C1=CC=C(C=C1)Br,QARVLSVVCXYDNA-UHFFFAOYSA-N,QARVLSVVCXYDNA
BROMODICHLOROMETHANE,C(Cl)(Cl)Br,FMWLUWPQPKEARP-UHFFFAOYSA-N,FMWLUWPQPKEARP
BUFLOMEDIL,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC,OWYLAEYXIQKAOL-UHFFFAOYSA-N,OWYLAEYXIQKAOL
BUPROPION,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,SNPPWIUOZRMYNY-UHFFFAOYSA-N,SNPPWIUOZRMYNY
BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,QWCRAEMEVRGPNT-UHFFFAOYSA-N,QWCRAEMEVRGPNT
BUSULFAN,CS(=O)(=O)OCCCCOS(=O)(=O)C,COVZYZSDYWQREU-UHFFFAOYSA-N,COVZYZSDYWQREU
BUTENAFINE,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,ABJKWBDEJIDSJZ
BW-723C86,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,ALFGDCNSEBJYSP-UHFFFAOYSA-N,ALFGDCNSEBJYSP
CADMIUM ACETATE,CC(=O)[O-].CC(=O)[O-].[Cd+2],QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO
CADMIUM CHLORIDE,Cl[Cd]Cl,WLZRMCYVCSSEQC-UHFFFAOYSA-N,WLZRMCYVCSSEQC
CAFFEINE,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,RYYVLZVUVIJVGH-UHFFFAOYSA-N,RYYVLZVUVIJVGH
CALCITRIOL,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,GMRQFYUYWCNGIN-NKMMMXOESA-N,GMRQFYUYWCNGIN
CAMPTOTHECIN,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,VSJKWCGYPAHWDS-FQEVSTJZSA-N,VSJKWCGYPAHWDS
CANDESARTAN,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW-UHFFFAOYSA-N,HTQMVQVXFRQIKW
CAPSAICIN,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,YKPUWZUDDOIDPM-SOFGYWHQSA-N,YKPUWZUDDOIDPM
CAPTOPRIL,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N,FAKRSMQSSFJEIM
CARBACHOL,C[N+](C)(C)CCOC(=O)N.[Cl-],VPJXQGSRWJZDOB-UHFFFAOYSA-O,VPJXQGSRWJZDOB
CARBAMAZEPINE,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,FFGPTBGBLSHEPO
CARBIMAZOLE,CCOC(=O)N1C=CN(C1=S)C,CFOYWRHIYXMDOT-UHFFFAOYSA-N,CFOYWRHIYXMDOT
CARBON TETRACHLORIDE,C(Cl)(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N,VZGDMQKNWNREIO
CARBOPLATIN,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2],CCQPAEQGAVNNIA-UHFFFAOYSA-N,CCQPAEQGAVNNIA
CARMOFUR,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,AOCCBINRVIKJHY-UHFFFAOYSA-N,AOCCBINRVIKJHY
CARMUSTINE,C(CCl)NC(=O)N(CCCl)N=O,DLGOEMSEDOSKAD-UHFFFAOYSA-N,DLGOEMSEDOSKAD
CARVEDILOL,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,OGHNVEJMJSYVRP-UHFFFAOYSA-N,OGHNVEJMJSYVRP
CATECHOL,C1=CC=C(C(=C1)O)O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,YCIMNLLNPGFGHC
CEFOTAXIME,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,GPRBEKHLDVQUJE-QSWIMTSFSA-N,GPRBEKHLDVQUJE
CELECOXIB,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,RZEKVGVHFLEQIL-UHFFFAOYSA-N,RZEKVGVHFLEQIL
CEPHALEXIN,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,ZAIPMKNFIOOWCQ
CERIVASTATIN,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,SEERZIQQUAZTOL-ANMDKAQQSA-N,SEERZIQQUAZTOL
CETRAXATE,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O,FHRSHSOEWXUORL-UHFFFAOYSA-N,FHRSHSOEWXUORL
CETYLPYRIDINIUM BROMIDE,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],NEUSVAOJNUQRTM-UHFFFAOYSA-N,NEUSVAOJNUQRTM
CHLORAMBUCIL,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,JCKYGMPEJWAADB-UHFFFAOYSA-N,JCKYGMPEJWAADB
CHLORAMPHENICOL,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],WIIZWVCIJKGZOK-RKDXNWHRSA-N,WIIZWVCIJKGZOK
CHLORDIAZEPOXIDE,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,BUCORZSTKDOEKQ-UHFFFAOYSA-N,BUCORZSTKDOEKQ
CHLORMADINONE ACETATE,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C,QMBJSIBWORFWQT-DFXBJWIESA-N,QMBJSIBWORFWQT
CHLOROBENZENE,C1=CC=C(C=C1)Cl,MVPPADPHJFYWMZ-UHFFFAOYSA-N,MVPPADPHJFYWMZ
CHLOROFORM,C(Cl)(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,HEDRZPFGACZZDS
CHLOROXYLENOL,CC1=CC(=CC(=C1Cl)C)O,OSDLLIBGSJNGJE-UHFFFAOYSA-N,OSDLLIBGSJNGJE
CHLORPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,ZPEIMTDSQAKGNT
CHLORPROPAMIDE,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,RKWGIWYCVPQPMF-UHFFFAOYSA-N,RKWGIWYCVPQPMF
CHLORPYRIFOS,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,SBPBAQFWLVIOKP
CHLORTETRACYCLINE,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,DHPRQBPJLMKORJ-XRNKAMNCSA-N,DHPRQBPJLMKORJ
CHLORZOXAZONE,C1=CC2=C(C=C1Cl)NC(=O)O2,TZFWDZFKRBELIQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ
CHOLECALCIFEROL,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,QYSXJUFSXHHAJI
CHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,BHQCQFFYRZLCQQ
CHOLINE CHLORIDE,C[N+](C)(C)CCO.[Cl-],OEYIOHPDSNJKLS-UHFFFAOYSA-N,OEYIOHPDSNJKLS
CILOSTAZOL,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM
CIMETIDINE,CC1=C(N=CN1)CSCCNC(=NC)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND
CINNARIZINE,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,DERZBLKQOCDDDZ-JLHYYAGUSA-N,DERZBLKQOCDDDZ
CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK
CISAPRIDE,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,DCSUBABJRXZOMT-IRLDBZIGSA-N,DCSUBABJRXZOMT
CISPLATIN,N.N.Cl[Pt]Cl,QGZKDVFQNNGYKY-UHFFFAOYSA-N,QGZKDVFQNNGYKY
CITALOPRAM,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,WSEQXVZVJXJVFP-UHFFFAOYSA-N,WSEQXVZVJXJVFP
CITRIC ACID,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,KRKNYBCHXYNGOX
CLARITHROMYCIN,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,AGOYDEPGAOXOCK
CLEMASTINE,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C,YNNUSGIPVFPVBX-NHCUHLMSSA-N,YNNUSGIPVFPVBX
CLINDAMYCIN,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,KDLRVYVGXIQJDK-AWPVFWJPSA-N,KDLRVYVGXIQJDK
CLOBETASOL PROPIONATE,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CBGUOGMQLZIXBE
CLOFIBRATE,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,KNHUKKLJHYUCFP-UHFFFAOYSA-N,KNHUKKLJHYUCFP
CLOFIBRIC ACID,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,TXCGAZHTZHNUAI-UHFFFAOYSA-N,TXCGAZHTZHNUAI
CLOMIPHENE,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,GKIRPKYJQBWNGO-UHFFFAOYSA-N,GKIRPKYJQBWNGO
CLOMIPRAMINE,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,GDLIGKIOYRNHDA-UHFFFAOYSA-N,GDLIGKIOYRNHDA
CLONAZEPAM,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N,DGBIGWXXNGSACT
CLONIDINE,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,GJSURZIOUXUGAL-UHFFFAOYSA-N,GJSURZIOUXUGAL
CLOPIDOGREL,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-HNNXBMFYSA-N,GKTWGGQPFAXNFI
CLOSANTEL,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl,JMPFSEBWVLAJKM-UHFFFAOYSA-N,JMPFSEBWVLAJKM
CLOTRIMAZOLE,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,VNFPBHJOKIVQEB
CLOXACILLIN,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,LQOLIRLGBULYKD-JKIFEVAISA-N,LQOLIRLGBULYKD
CLOZAPINE,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,QZUDBNBUXVUHMW-UHFFFAOYSA-N,QZUDBNBUXVUHMW
COBALT (II) CHLORIDE,Cl[Co]Cl,XLJKHNWPARRRJB-UHFFFAOYSA-N,XLJKHNWPARRRJB
COBALT(II) ACETYLACETONATE,CC(=O)[CH-]C(=O)C.CC(=O)[CH-]C(=O)C.[Co+2],YRKCREAYFQTBPV-UHFFFAOYSA-N,YRKCREAYFQTBPV
COLCHICINE,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IAKHMKGGTNLKSZ-INIZCTEOSA-N,IAKHMKGGTNLKSZ
COLISTIN,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@@H](C)O,YKQOSKADJPQZHB-QNPLFGSASA-N,YKQOSKADJPQZHB
CORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,MFYSYFVPBJMHGN
COUMARIN,C1=CC=C2C(=C1)C=CC(=O)O2,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,ZYGHJZDHTFUPRJ
CROMOLYN,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,IMZMKUWMOSJXDT-UHFFFAOYSA-N,IMZMKUWMOSJXDT
CROTAMITON,CCN(C1=CC=CC=C1C)C(=O)C=CC,DNTGGZPQPQTDQF-UHFFFAOYSA-N,DNTGGZPQPQTDQF
CYCLANDELATE,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,WZHCOOQXZCIUNC-UHFFFAOYSA-N,WZHCOOQXZCIUNC
CYCLOHEXIMIDE,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,YPHMISFOHDHNIV-FSZOTQKASA-N,YPHMISFOHDHNIV
CYCLOPHOSPHAMIDE,C1CNP(=O)(OC1)N(CCCl)CCCl,CMSMOCZEIVJLDB-UHFFFAOYSA-N,CMSMOCZEIVJLDB
CYCLOPROPANE CARBOXYLIC ACID,C1CC1C(=O)O,YMGUBTXCNDTFJI-UHFFFAOYSA-N,YMGUBTXCNDTFJI
CYCLOSPORIN A,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-CGLBZJNRSA-N,PMATZTZNYRCHOR
CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N,JJCFRYNCJDLXIK
CYPROTERONE ACETATE,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,UWFYSQMTEOIJJG-FDTZYFLXSA-N,UWFYSQMTEOIJJG
CYTARABINE,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,UHDGCWIWMRVCDJ
D-LIMONENE,CC1=CC[C@@H](CC1)C(=C)C,XMGQYMWWDOXHJM-JTQLQIEISA-N,XMGQYMWWDOXHJM
D-TUBOCURARINE CHLORIDE,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC.Cl.[Cl-],JFJZZMVDLULRGK-URLMMPGGSA-O,JFJZZMVDLULRGK
DACTINOMYCIN,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,RJURFGZVJUQBHK-IIXSONLDSA-N,RJURFGZVJUQBHK
DANAZOL,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5,POZRVZJJTULAOH-LHZXLZLDSA-N,POZRVZJJTULAOH
DAUNORUBICIN,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,STQGQHZAVUOBTE-VGBVRHCVSA-N,STQGQHZAVUOBTE
DEFERIPRONE,CC1=C(C(=O)C=CN1C)O,TZXKOCQBRNJULO-UHFFFAOYSA-N,TZXKOCQBRNJULO
DEXAMETHASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N,UREBDLICKHMUKA
DEXCHLORPHENIRAMINE,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,SOYKEARSMXGVTM-HNNXBMFYSA-N,SOYKEARSMXGVTM
DEXFENFLURAMINE,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-VIFPVBQESA-N,DBGIVFWFUFKIQN
DEXIBUPROFEN,C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)O,HEFNNWSXXWATRW-JTQLQIEISA-N,HEFNNWSXXWATRW
DIAZEPAM,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,AAOVKJBEBIDNHE
DIBROMOCHLOROMETHANE,C(Cl)(Br)Br,GATVIKZLVQHOMN-UHFFFAOYSA-N,GATVIKZLVQHOMN
DICHLORVOS,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD-UHFFFAOYSA-N,OEBRKCOSUFCWJD
DICLOFENAC,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,DCOPUUMXTXDBNB
DICUMAROL,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,DOBMPNYZJYQDGZ
DICYCLOMINE,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,CURUTKGFNZGFSE-UHFFFAOYSA-N,CURUTKGFNZGFSE
DIDEOXYCYTIDINE,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,WREGKURFCTUGRC-POYBYMJQSA-N,WREGKURFCTUGRC
DIETHANOLAMINE,C(CO)NCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,ZBCBWPMODOFKDW
